trades,expectancy,trade_bootstrap_p2_5,trade_bootstrap_p97_5,month_block_p2_5,month_block_p97_5,positive_trade_bootstrap_prob,positive_month_block_prob
147,0.1088950017879886,-0.0728282787865893,0.2926013637645008,-0.0971242469503799,0.3238912033677575,0.8784,0.84335
