name,slippage_ticks_each_side,train_trades,train_expectancy_r,val_trades,val_expectancy_r,later_trades,later_expectancy_r,later_max_drawdown_r
RISK_atr0.05_ticks8_slip0.5,0.5,253,0.1734926414633435,126,0.1766989884896776,125,0.1872590201620683,7.478916873788952
RISK_atr0.05_ticks8_slip1.0,1.0,253,0.1690500955305477,126,0.1596055523189837,125,0.1702750830480689,7.525531843833017
RISK_atr0.05_ticks8_slip2.0,2.0,253,0.1386652617198118,126,0.1509028048878945,125,0.1624153980746903,7.617573011071318
RISK_atr0.05_ticks8_slip4.0,4.0,253,0.1151405042215912,126,0.134880892924879,125,0.1593560646734101,8.118243742690648
