period,trades,expectancy_r,median_r,profit_factor,win_rate,max_drawdown_r,net_r,return_dd,avg_hold_min,mfe_r,mae_r
2023H1,85,0.11389208484897027,-0.37388235294117644,1.2278140881045017,0.4823529411764706,10.838205601095591,9.680827212162473,0.8932130989638983,203.12941176470588,1.3951445103537303,0.7106677426737043
2023H2,84,0.09613473416763599,0.26202652272424365,1.2014610145632294,0.5238095238095238,14.107857513807527,8.07531767008142,0.5723985844185066,200.97619047619048,1.5313798135351153,0.6847497195426817
2024H1,80,0.3437605160905829,0.024210387207611997,1.6997552365822446,0.5,6.4980450888491035,27.500841287246644,4.2321715086956155,209.9,1.6891101360877905,0.8018015864700695
2024H2,82,0.07289377588600787,-0.24760861623344843,1.15065109981741,0.47560975609756095,8.231604706380622,5.977289622652646,0.7261390501440657,205.3170731707317,1.32617851521322,0.7784481436205252
2025H1,89,0.2613172618960795,0.5957692307692307,1.6293948738116544,0.5617977528089888,6.5444367660175935,23.25723630875107,3.5537414662657847,229.23595505617976,1.502096425653865,0.7504145571305726
2025H2,80,0.15200198802246062,-0.07283081547101163,1.318716200361265,0.5,7.525531843833017,12.16015904179685,1.6158537754061586,209.9,1.4987935351058557,0.7234196466913703
