direction,trades,expectancy_r,median_r,profit_factor,win_rate,max_drawdown_r,net_r,return_dd,avg_hold_min,mfe_r,mae_r
-1,232,0.19384019764268226,0.5056329940523767,1.4243701581463544,0.521551724137931,6.9322194587744335,44.970925853102315,6.487233435199533,202.04310344827587,1.5731740860727632,0.7368794236038984
1,272,0.14409350474017224,-0.12795244107744108,1.2929844907659573,0.49264705882352944,14.007501285904684,39.19343328932686,2.7980317466589137,216.41176470588235,1.411919281235305,0.746847638506119
