partition,label,sha256,rows,start,end,duplicate_timestamps
fresh_history,2012,794af390136b1e0b03b615544d8a40d96bf50aa8018e76b0cb6f6b15f57bb27d,92177,2012-01-19T16:15:00,2012-12-31T21:00:00,0
fresh_history,2013,aff83ca33342c2b8bf3c86acdab6c49eeb7a3c2dfad62864e323220f8b39e434,194528,2013-01-01T05:44:00,2013-12-31T21:00:00,0
fresh_holdout,2014,7014f3d44cf6e270ff7699b2c0ee0d254dcfe2887dc11097e8a147a6dbbc484f,316579,2014-01-02T11:00:00,2014-12-31T19:00:00,0
