phase,outcome,point,ci_low,ci_high,n_boot,reset_pips,period
0,return_60m_pips,-0.8035519586512587,-2.341195232462762,0.8430658508949556,5000,15,development_2015_2019
0,return_60m_pips,-0.2793654663043924,-2.0079153670495344,1.4016735428977234,5000,15,internal_validation_2020_2021
0,return_60m_pips,-0.6635501067386417,-1.9098442730407217,0.6585319680115431,5000,15,all_2015_2021
0,return_60m_pips,-1.162381118190519,-4.671260753765844,2.9806119946617007,5000,50,development_2015_2019
0,return_60m_pips,-3.367413534391471,-8.056877760814967,0.7705946257182665,5000,50,internal_validation_2020_2021
0,return_60m_pips,-1.7311579138247937,-4.570997457141111,1.5134389538973518,5000,50,all_2015_2021
0,return_60m_pips,-0.789094775988071,-2.9892317811912035,1.831177578468156,5000,25,development_2015_2019
0,return_60m_pips,-0.7538688626364902,-3.188232384498603,1.58913867637436,5000,25,internal_validation_2020_2021
0,return_60m_pips,-0.7799077709456929,-2.5754686471153843,1.1952599205832328,5000,25,all_2015_2021
