partition,scenario_id,blocks,observed_expectancy_r,lo95_expectancy_r,hi95_expectancy_r,prob_expectancy_positive
primary_forward,S123_M0_NO_MAP_CONTROL__RTH_LONG_FULL,176,-0.3275525317492813,-0.5863025468767706,-0.0510493282574855,0.0104
crisis_regime,S123_M0_NO_MAP_CONTROL__RTH_LONG_FULL,129,0.0232742553741545,-0.2733633929778304,0.3392283668788058,0.5499
recent_holdout,S123_M0_NO_MAP_CONTROL__RTH_LONG_FULL,147,0.0712920376808898,-0.2174555594177687,0.3789782787811928,0.6805
monitoring_2026_ytd,S123_M0_NO_MAP_CONTROL__RTH_LONG_FULL,26,0.1473622933223415,-0.4082984924233424,0.8433044486822803,0.6652
combined_2015_2025,USA500_RTH_FULL_123_COMBINED_2015_2025,452,-0.09652903338282,-0.2596306500464719,0.0755864293047564,0.1321
