window_sessions,excluded_dates,excluded_trades,excluded_net_r,trades,expectancy_r,median_r,profit_factor,win_rate,max_drawdown_r,net_r,return_dd,avg_hold_min,mfe_r,mae_r
-1,0,0,0.0,495,0.17374699261769797,0.17774647887323944,1.3663829114407133,0.509090909090909,14.10785751380752,86.00476134576057,6.096231214526141,208.989898989899,1.493334414523369,0.7366467155159919
0,11,11,10.971662866654242,484,0.15502706297336002,0.03750825954803753,1.3219672527590758,0.5020661157024794,13.050281756231769,75.0330984791063,5.749538583201585,209.11157024793388,1.479222462908857,0.7395976298079385
1,33,27,20.702623038907973,468,0.13953448356165069,-0.02113088186513766,1.287668029746769,0.49786324786324787,13.482816046061327,65.30213830685256,4.843360473343324,209.08760683760684,1.4619951540321414,0.7452160285598974
3,77,37,27.009587550875402,458,0.12881042313293692,-0.12138215331756225,1.2622776187207438,0.4912663755458515,14.69656604606132,58.995173794885126,4.014214858762591,209.2183406113537,1.4546269622832346,0.7513354756019714
