arm,trades,risk_scale_per_trade,raw_net_r,portfolio_net_r,raw_expectancy_r,portfolio_avg_contribution_r,median_portfolio_r,win_rate,profit_factor,portfolio_max_drawdown_r,portfolio_return_dd,raw_expectancy_1tick_side_r,portfolio_net_1tick_side_r,raw_expectancy_2tick_side_r,portfolio_net_2tick_side_r,raw_expectancy_4tick_side_r,portfolio_net_4tick_side_r
S0_GLOBAL,304,1.000000000000,48.937549526872,48.937549526872,0.160978781338,0.160978781338,0.350255255255,0.516447368421,1.340009879679,8.632571354238,5.668942371712,0.160978781338,48.937549526872,0.143240660885,43.545160909128,0.107764419979,32.760383673639
S1_FIRST_PER_ETH_DATE,259,1.000000000000,41.734747896852,41.734747896852,0.161138022768,0.161138022768,0.324710424710,0.509652509653,1.335432503705,8.757655427416,4.765516095347,0.161138022768,41.734747896852,0.142679900483,36.954094225176,0.105763655914,27.392786881823
S2_COOLDOWN_60,300,1.000000000000,47.734546454303,47.734546454303,0.159115154848,0.159115154848,0.350255255255,0.516666666667,1.336381876976,8.632571354238,5.529586086869,0.159115154848,47.734546454303,0.141305427622,42.391628286487,0.105685973170,31.705791950853
S3_SESSION_SLEEVES,310,0.333333333333,46.744241358189,15.581413786063,0.150787875349,0.050262625116,0.112266552267,0.512903225806,1.315836312718,3.189640955222,4.885005555423,0.150787875349,15.581413786063,0.133051676522,13.748673240638,0.097579278869,10.083192149786
