cohort,signals,expectancy_r,median_r,win_rate,profit_factor,mean_mfe_r,mean_mae_r,mean_stop_first,mean_tp1_hit,mean_tp2_hit,mean_time_to_mfe_min,mean_holding_minutes,mean_mae_first_15_r,mean_mae_first_30_r,mean_risk_points,mean_friction_r,mean_sweep_to_reclaim_bars,mean_reclaim_to_bos_bars,mean_sweep_to_entry_bars,mean_bos_body_fraction,mean_bos_directional_close_location,mean_bos_true_range_atr_ratio,mean_structural_clearance_r
KEPT_AVAILABLE,296,0.1680544788090044,0.4026741648480779,0.5202702702702703,1.3583578007153692,1.4659109060457782,0.7210908981640487,0.44594594594594594,0.4560810810810811,0.11486486486486487,139.07432432432432,203.01013513513513,0.3525012360974637,0.44590972918366,49.620791349086225,0.025618328589116016,1.2668918918918919,14.608108108108109,17.445945945945947,0.6533885911186025,0.7961004503357055,1.4754780934861351,1.1175401315163704
REJECTED_NEAR_EXTREME,182,-0.05635943363248774,-1.0043247120483925,0.42857142857142855,0.8985071643691288,1.2608813153624419,0.7712866243689839,0.5164835164835165,0.3791208791208791,0.07692307692307693,119.41758241758242,202.1978021978022,0.3728624455263606,0.4612830322114432,51.52672121104914,0.025416023697709154,1.4285714285714286,14.04945054945055,17.021978021978022,0.6331284857150687,0.7686873836221357,1.5017375928219676,1.0678658884940195
UNAVAILABLE,14,-0.21427745494828,-1.013135076865392,0.35714285714285715,0.6735758079500282,1.1301560636855268,0.8304533928892476,0.5714285714285714,0.35714285714285715,0.07142857142857142,112.64285714285714,181.71428571428572,0.378418020437503,0.49706261383216427,39.892857142857146,0.02781400787305977,1.1428571428571428,14.928571428571429,17.714285714285715,0.7215205542774268,0.8116864207592593,1.6108537577340483,1.016897369254258
