family,category,qualifying_signals,available_signals,eligible_sessions,r_per_100_sessions,trades,expectancy_r,median_r,profit_factor,win_rate,max_drawdown_r,net_r,return_dd,avg_hold_min,mfe_r,mae_r,two_tick_expectancy_r,four_tick_expectancy_r,month_bootstrap_lo95,month_bootstrap_hi95,date_bootstrap_lo95,date_bootstrap_hi95,session_max_net_share,halfyear_max_net_share,net_2023,net_2024,net_2025,net_2023H1,net_2023H2,net_2024H1,net_2024H2,net_2025H1,net_2025H2,incremental_t_per_session,familywise_incremental_p,edge_t_per_session,familywise_edge_p,gate_sample,gate_effect,gate_return_dd,gate_years,gate_cost,gate_concentration,gate_familywise,decision,halfyears_expectancy_above_baseline,interaction_parent_eligible
F2_H4_DIRECTION,aligned,196,492,1666,0.15712186884698492,193,0.013562955103579112,-1.0042410714285714,1.025187161131573,0.45595854922279794,21.941359552721444,2.6176503349907687,0.11930210289389724,196.4300518134715,1.35947307365205,0.7640799999631093,-0.004686003181713658,-0.04118391975229917,-0.1349784918194814,0.16940000823316662,-0.1589153905395291,0.18108597024078898,2.1368179246618477,3.438929502647421,-1.923389529037582,6.478861345202292,-1.9378214811739503,1.2472115823829388,-3.1706011114205204,6.815498948753339,-0.33663760355104433,-10.939736445788608,9.00191496461466,-1.8854124122022542,1.0,0.15344335334409703,0.8134373125374925,False,False,False,False,False,False,False,REJECT,2.0,False
F11_VOLUME_CONTEXT,low,98,473,1666,0.06302620108151011,97,0.010824912474411976,-0.66234375,1.0207632140052898,0.4742268041237113,16.82109329712786,1.0500165100179584,0.06242260782164765,196.5463917525773,1.352011263884457,0.7226137905703222,-0.013154793610474686,-0.061114205780248024,-0.22493360009106309,0.29348709755088387,-0.22112749411769653,0.23806991150882897,6.203458501348383,5.966944332115156,2.5872460042278247,-0.6565199509721327,-0.8807095432377295,6.265390063078994,-3.678144058851169,3.8969605775924663,-4.553480528564599,-1.3969093331627578,0.5161997899250284,-1.6927085896250722,1.0,0.08993165662748694,0.8378324335132974,False,False,False,False,False,False,False,REJECT,1.0,False
F3_DIRECTION_CONFLUENCE,both_aligned,128,492,1666,0.02207453304632649,126,0.0029187438139031837,-1.0038336994548858,1.0054400128962668,0.4523809523809524,13.110132177363562,0.36776172055179934,0.028051717219662386,202.8015873015873,1.3215336100804407,0.7598582875258779,-0.01591834311084357,-0.053592516960337,-0.17141295592300412,0.18507969712170994,-0.1978620857243767,0.2230932098119973,4.137457586043423,5.16407093467451,-0.24471012955110638,3.3608513219505216,-2.748379471847614,1.7852097670271707,-2.029919896578277,1.4617037099630845,1.8991476119874364,-4.325403836838927,1.5770243649913116,-1.792033354821737,1.0,0.027164226462080106,0.9276144771045791,False,False,False,False,False,False,False,REJECT,1.0,False
F9_PRIOR_WEEK_LOCATION,outside_week,190,478,1666,-0.027238456257865747,183,-0.002479741427628639,-0.5150484496365278,0.9951786763207671,0.46994535519125685,14.513694243120888,-0.45379268125604333,-0.031266517928137366,202.1693989071038,1.280899632200656,0.7324728815197654,-0.02032087674423303,-0.056003147377441796,-0.11284155153227575,0.12200137211968098,-0.16751961784931163,0.163063928381352,inf,inf,-1.8688456506309459,-2.991683136028101,4.4067361054030005,1.0267172405917853,-2.8955628912227307,-3.060455100904636,0.06877196487653636,5.565435643306979,-1.1586995379039775,-1.941043198042696,1.0,-0.02890057810668725,1.0,False,False,False,False,False,False,False,REJECT,1.0,False
F1_D1_DIRECTION,countertrend,166,492,1666,-0.16292031729538764,166,-0.016350918591211783,-0.7103987295044041,0.9687154120716016,0.4578313253012048,18.93425955069741,-2.714252486141158,-0.14335139321786594,188.02409638554218,1.2935451779191662,0.7570973961569623,-0.03406059401295499,-0.0694799448564415,-0.16626387169912907,0.13985591320861962,-0.19935289182556082,0.1678988593633087,inf,inf,4.812567317421488,-0.6825521222553886,-6.844267681307255,4.398498122249565,0.414069195171922,-5.621275777106107,4.938723654850721,-3.6977198899827943,-3.1465477913244597,-1.9847585539106891,1.0,-0.17959799951357636,1.0,False,False,False,False,False,False,False,REJECT,3.0,False
F2_H4_DIRECTION,countertrend,166,492,1666,-0.16831230776967465,166,-0.01689206655086012,-0.3695739183979439,0.9666295187396131,0.463855421686747,15.256787049617163,-2.80408304744278,-0.18379250089311186,202.29518072289156,1.2486567355703573,0.747696136788064,-0.03334649377860272,-0.06625534823408795,-0.15570152241083832,0.1044349106168524,-0.18433245192574377,0.1591069338087455,inf,inf,-2.4618779831944493,-0.05322812465572824,-0.28897693959260173,0.038133145820848036,-2.5000111290152978,-4.083985735505728,4.0307576108499985,4.37951755904756,-4.668494498640161,-1.941624405739927,1.0,-0.19334095875391571,1.0,False,False,False,False,False,False,False,REJECT,1.0,False
F4_D1_VOLATILITY,middle_33_67,124,448,1666,-0.3812928651916263,120,-0.05293615945077081,-1.0040914900711322,0.9022038683787146,0.44166666666666665,18.638001563346023,-6.352339134092494,-0.34082726694181464,193.74166666666667,1.2702404124070437,0.7838269222179126,-0.0722033004441066,-0.11073758243077822,-0.254123318491483,0.13636876443653054,-0.252857841595013,0.16260290597178237,inf,inf,4.263156012716477,-0.008848985030155188,-10.606646161778821,4.7231969465844,-0.4600409338679219,2.8852181923735083,-2.8940671774036613,-10.60664616177882,0.0,-2.0500261091477663,1.0,-0.4930854245492815,1.0,False,False,False,False,False,False,False,REJECT,0.0,False
F6_RANGE_VOLATILITY_FIT,compressed,149,449,1666,-0.7449571109257911,149,-0.08329520448338046,-1.0061488673139158,0.849002727434692,0.4429530201342282,28.024816358725438,-12.41098546802368,-0.4428569775144863,185.78523489932886,1.2775001929517649,0.7626203988777298,-0.10460730953084797,-0.147231519625783,-0.2806759195013526,0.1301110019809768,-0.25498577910057446,0.09002636967679183,inf,inf,0.13616594903293566,6.270034947323548,-18.81718636438017,3.5216746678729063,-3.3855087188399704,-4.833910504697714,11.10394545202126,-9.281360220473255,-9.535826143906915,-2.3552963717926447,1.0,-0.8837299878246216,1.0,False,False,False,False,False,False,False,REJECT,1.0,False
F8_PRIOR_DAY_LOCATION,near_directional_extreme_le_0_25ATR,182,478,1666,-0.5549544970655927,181,-0.05108034210559541,-1.0042410714285714,0.9075940673854158,0.430939226519337,15.843761014842952,-9.245541921112775,-0.5835446465300284,203.05524861878453,1.266846129259472,0.7686763294759946,-0.06863641493083095,-0.10374856058130201,-0.229842662677287,0.13422656384433143,-0.22602939127293892,0.1262247229565881,inf,inf,-5.759750036036838,6.53949680562528,-10.025288690701208,0.3889319980430257,-6.148682034079866,-5.29129475477395,11.830791560399229,-4.172787446005428,-5.85250124469578,-2.3184333171120537,1.0,-0.5772770477874495,1.0,False,False,False,False,False,False,False,REJECT,1.0,False
F3_DIRECTION_CONFLUENCE,both_countertrend,97,492,1666,-0.6486873177808278,97,-0.1114137187033876,-0.5289644012944984,0.7873773539709584,0.44329896907216493,17.304103795825228,-10.807130714228592,-0.6245414869064707,188.69072164948454,1.1907013913843179,0.7486175453215168,-0.12868764430606758,-0.1632354955114275,-0.2940823373946909,0.06005139242240122,-0.32239316413806784,0.09974910315177714,inf,inf,0.22038043858447454,-2.742848874344205,-8.284662278468865,1.4684075859653598,-1.2480271473808857,-4.241155659873786,1.4983067855295817,-2.158416905505678,-6.126245372963186,-2.1145290217093,1.0,-1.0544161041095825,1.0,False,False,False,False,False,False,False,REJECT,1.0,False
